CH1MEAN,CH2MEAN,CH3MEAN,CH4MEAN,CH5MEAN,CH6MEAN,CH7MEAN,CH8MEAN,CH9MEAN,CH10MEAN,CH11MEAN,CH12MEAN,CH13MEAN,CH14MEAN,CH1STD,CH2STD,CH3STD,CH4STD,CH5STD,CH6STD,CH7STD,CH8STD,CH9STD,CH10STD,CH11STD,CH12STD,CH13STD,CH14STD,CH1ENTROPY,CH2ENTROPY,CH3ENTROPY,CH4ENTROPY,CH5ENTROPY,CH6ENTROPY,CH7ENTROPY,CH8ENTROPY,CH9ENTROPY,CH10ENTROPY,CH11ENTROPY,CH12ENTROPY,CH13ENTROPY,CH14ENTROPY,Classification
4199.83623695376,4173.20063781741,4158.866683959987,4169.580829620387,4173.43550109866,4162.394325256373,4153.090944290188,4157.840555191069,4162.432874679589,4166.843954086327,4156.614084243798,4148.412469863917,4168.547193527249,4213.034353256251,21.122005273673274,18.51755196947406,23.10354176678597,19.94896133658925,9.430288681525626,10.170214697604388,23.789849705967054,18.233372575436988,14.285150634448053,20.538013029540075,24.88967858028187,23.964042972642538,22.585791770597975,19.921925559306974,0.25502025467157796,0.15598273757011522,-0.0962686836650366,0.0863223920584941,0.12815186922519975,-0.036359849250762064,-0.22311087261129814,-0.07756397498760169,-0.055551563814493846,-0.016228919681056105,-0.06552223200504095,-0.23722054595871994,0.02782041484479945,-0.1323774707091303,0
4113.444011688252,4178.592750549342,4168.683399200463,4177.168479919461,4164.923908233667,4164.450122833279,4200.243894577052,4161.538455963163,4162.837537765532,4163.533651351956,4161.141819000268,4209.477664947535,4164.2142410278575,4217.279630661037,32.868105643389676,15.653199648978138,15.680491153602592,17.433400361537984,13.617052124605637,14.801180795691812,15.436776931105566,18.1426150148604,15.983135375185213,14.279191056347948,23.783675085885505,57.10484324202043,14.900781992944019,12.527855731244795,-0.4473653989879453,0.24891957191421324,0.07224502926772491,0.2119646229305213,-0.11571496672734853,-0.014568571951771523,0.4616479410340396,-0.055174001427929165,-0.050765252628573114,-0.10494785328805244,-0.01663445816975022,0.6523897136306888,-0.08084413556013914,0.03304850826955198,0
4119.265827178978,4150.300964355493,4186.048175811795,4150.46423721316,4143.35987091067,4152.885622024562,4137.791952133204,4135.616477966335,4152.969249725367,4172.297666549706,4164.1316223144795,4185.320014953639,4172.8881263733165,4218.0368652344005,24.56850723949673,20.942800055580072,20.873197176868015,23.132066179920507,10.823315966278637,13.769925410887792,18.10898991820024,22.188809115788157,14.918891735558537,16.977398484934916,17.52598157869506,17.37614835944174,23.24749201697186,11.083539847440226,-0.9781849227845311,-0.4907288644098129,0.5564924639716097,-0.46203212229009644,-0.4516329657300711,-0.43536049706887686,-0.4413147941655999,-0.9345763730181221,-0.4045557104722788,0.17836683621023908,-0.031724109881633517,0.5856501488951407,0.16759707204405697,0.1387285193119284,1
4149.418079376244,4189.087541580226,4171.547487258935,4186.512409210234,4137.5606079101835,4149.118091583279,4134.303887367272,4172.685298919705,4146.906055450467,4147.100367546108,4117.577122688317,4130.983575820949,4143.783546447779,4210.454729080222,20.795405956280295,21.62290677240122,19.791308046093057,25.41815834063343,12.645644352750065,15.18324457940922,17.45627802704736,12.559295223337958,15.101528660575003,19.674006960785157,44.03054506550266,19.672138396777488,28.03258004155259,19.279228173696698,-0.15488920717592516,0.42980463571071154,0.12140995878601926,0.36668869097913515,-0.8997047060101719,-0.17708678302403832,-0.49593797530920275,0.012317674107081998,-0.23920110126826963,-0.5453738601839874,-0.48702001188582533,-0.4911282413765476,-0.5932181441183965,-0.2328978405289306,1
4291.378711700467,4255.0400638580595,4282.786941528348,4254.702020645167,4277.905660629298,4272.541555404692,4256.733774185205,4262.545080184962,4276.101751327544,4278.071392059352,4288.083438873318,4261.941614151028,4283.8741989136015,4316.277538299586,12.364791165763469,23.15389622987059,26.495875188809784,28.463074518188854,15.275303598728353,16.129809695732696,11.090340296397555,47.02712567168558,15.568957558839058,13.824815183757464,18.67470304947804,65.92257074819473,16.992961996527175,14.354114805319853,2.1323914593238764,1.6141332220409415,2.1542186172704474,1.470021010315822,2.165714070061387,1.9588181191255385,1.5612194425015944,2.0135177898109,2.1141972842418686,2.058012216685548,2.000436631048664,1.438677794309834,2.13784761182052,2.140308249662189,0
4165.457736969018,4172.819519042998,4164.034452438381,4173.694913864161,4152.748891830469,4163.7024116516395,4181.55296516421,4173.031347274806,4175.210338592555,4176.894521713282,4186.325607299832,4185.703626632714,4181.751308441186,4219.287849426297,17.849154798162353,18.727952526725986,14.05112621369453,20.9099884493935,12.538936280792926,9.906971001029312,20.575968710923597,21.506555651343223,16.24842646369061,17.60964982279976,21.559595601622966,25.447217980107904,15.315146694101037,12.645204632332192,0.00569724833931759,0.2329144306401201,-0.053401320084029424,0.24617072035293414,-0.2559990830783845,-0.0615833497160289,0.28615106758363185,0.20474601415727312,0.30693383587056916,0.32559194513361084,0.5937570225390215,0.597089903244115,0.4504923329545254,0.18266865222136178,1
4176.986686706568,4183.304279327419,4197.972259521509,4183.505102157618,4176.52393341067,4179.805177688625,4184.881309509303,4142.63421249392,4169.1311130523945,4175.732673645047,4120.983072280907,4194.178184509304,4163.686403274562,4224.337448120141,16.905631292753714,20.110619020661026,12.608083006282428,24.56221967556132,12.923820200826551,13.64396632571454,14.46860288193518,13.391684765099463,14.163468127895726,15.061229666642802,17.555528596252667,13.30331554971893,16.602144908097085,10.321858905514954,0.1502273177825478,0.27139807777336483,0.5472917409806443,0.2543202757634756,0.16225083151649444,0.17405917592277353,0.2927519116866057,-0.5849441890615927,0.029072939392651577,0.10025684828347901,-0.7843047674154264,0.4051348894638699,-0.09492816276183386,0.19925651064776503,1
4212.777952194241,4149.831226348904,4161.788360595729,4150.023529052761,4164.831741333037,4168.106473922756,4176.383214950587,4167.360767364526,4172.165958404569,4169.980476379417,4163.253698349022,4146.671175003079,4167.500507354765,4221.140327453639,15.049710578484907,16.060869523502614,16.890098320117723,16.832237334564557,9.040983177812898,10.012045773343191,22.539566395887647,14.382856076334283,14.502950955813892,21.047407095991026,23.42060784514697,19.98743893593889,24.217322252103287,19.6481384054001,0.3602389255730915,-0.2468054143737954,-0.04611518875182069,-0.23752264247755292,-0.11835565346986739,0.02418843476343386,0.11514129459114182,-0.019921190071690995,0.059570297122670944,0.06783255004141182,0.006168352843363944,-0.2625880858650646,0.0015709504520992814,0.18348851149196632,0
4132.929692268399,4150.927497863795,4156.802375793484,4150.811302185082,4154.81971740725,4170.690099716212,4158.077442169217,4154.937917709379,4160.523832321192,4160.994596481348,4156.950620651271,4147.8500556946055,4157.120889663723,4210.2529144287355,22.81376947418971,15.719514994360617,18.448818689127318,17.219458365886833,10.633351562584034,12.939760553053913,20.344689741917687,14.6532511896351,15.777783549939887,19.580591382874168,20.767845121615892,22.44453800897754,14.505162249912171,15.476681198239628,-0.28894301260740507,-0.2279104080486648,-0.13170459325936382,-0.22447808060863858,-0.40521154930395964,0.051574645708760816,-0.1506965623483067,-0.09513880472852204,-0.07813151022372518,-0.17299668705513854,-0.06188851301292168,-0.24541391068102605,-0.2587357318692785,-0.24076196414467582,1
4168.904233932521,4184.288358688382,4194.428592681912,4185.4967994690205,4185.009014129664,4178.3107967377,4192.767417907741,4147.976245880154,4176.184389114405,4173.789575576808,4180.038558959986,4186.92309570315,4181.064702987697,4224.739088058499,24.892606390316068,16.548545176656113,17.971729117352684,18.01177168898146,20.367763342346503,15.945645751835746,18.179672196961615,14.920732215713365,16.211586274196307,15.276462639075728,15.124421918463225,17.396142007262203,13.644571490186136,12.33463699660738,0.0035370327230640746,0.3470873618738445,0.5141869657968339,0.3498714328620916,0.4597462074993716,0.13235337794985486,0.35307396500120986,-0.13729019217616537,0.10709986066439998,0.16991965382403804,0.18740124600987637,0.32381013285722055,0.3417425125139482,0.3237216315933185,1
